FeatureID	Barcode001	Barcode002	Barcode003	Barcode004	Barcode005	Barcode006	Barcode007	Barcode008	Barcode009	Barcode010	Barcode011	Barcode012	Barcode013	Barcode014	Barcode015	Barcode016	Barcode017	Barcode018	Barcode019	Barcode020	Barcode021	Barcode022	Barcode023	Barcode024
OTU_104	0	1	1	0	0	1	2255	0	0	0	0	0	0	425	669	0	0	0	1683	187	349	0	0	0
OTU_105	34	2284	66	3	573	5530	0	10	3016	1	0	2286	0	0	1	21	3	0	0	0	0	0	54	0
OTU_106	30	0	3	0	0	0	1264	7	36	54	472	0	22	133	19	275	1	343	6735	35	87	103	0	0
OTU_107	2	0	0	1	0	1	2336	1	0	474	18	3	873	1253	1480	729	0	1222	143	3638	622	1395	7	2
OTU_108	0	0	3	0	27	3	0	0	1	5	3704	1	0	6	0	0	0	1	244	0	5	7477	0	0
OTU_109	0	0	24	0	0	0	0	1	1	1	3	1	1	0	1	5898	0	0	1	0	0	0	4	0
OTU_110	35	5	32	0	0	0	12	0	1	5987	4275	1	1	1	0	0	0	2	116	385	142	500	0	0
OTU_111	0	0	0	7	0	1	8	0	1	0	5	5	92	0	3	712	0	7	25	4773	1	784	0	0
OTU_112	0	3	0	0	1	0	553	0	0	2	1	1	1591	654	929	0	0	3440	450	437	590	916	0	0
OTU_113	972	463	143	801	3380	7	6	2626	2	0	0	495	0	0	0	0	22	0	0	0	1	0	1	0
OTU_114	0	1	16	0	0	0	17	0	1	925	558	3	1802	50	2802	0	2	699	873	2498	492	107	1	0
OTU_115	3	2	2	2	3	7287	0	0	0	0	1	447	0	0	0	0	13	0	0	0	0	0	2	0
OTU_116	0	887	1	893	36	2006	0	28	47	14	487	900	0	1	0	68	124	7	0	0	0	1	430	0
OTU_117	0	0	1	0	0	0	42	0	2	14	17	2	2	523	5041	0	0	27	2738	360	930	1236	0	0
OTU_118	4	2592	0	0	4	4266	0	0	17	1	0	1315	0	0	0	0	0	0	0	0	0	0	302	0
OTU_119	0	0	0	2	0	0	39	0	0	0	0	7	1	1	478	0	0	1	2	5944	107	208	0	0
OTU_120	5	73	419	111	23	563	16	6983	400	1	0	306	0	0	1	53	175	0	1	1	0	1	1529	0
OTU_121	36	3	1	0	0	0	522	0	0	1656	273	0	24	332	259	112	0	1598	529	342	197	1600	0	0
OTU_122	2	281	2	3	3	6035	0	0	0	0	0	1192	0	1	0	214	0	0	0	0	0	0	425	0
OTU_123	5	287	31	3509	0	356	0	0	294	0	0	26	0	0	0	0	3074	4	0	0	0	0	0	0
OTU_124	0	0	0	0	0	0	297	0	0	241	430	0	761	740	738	425	162	1692	30	1504	2904	3882	14	0
OTU_125	0	1	0	0	37	0	1346	0	0	2	1268	0	19	427	664	0	0	741	0	125	66	654	0	0
OTU_126	2	0	8425	39	47	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
OTU_127	47	0	27	0	0	0	21	0	41	1420	2055	0	0	0	0	1955	0	29	1981	0	1	20	1	0
OTU_128	0	1	3	2	2	0	15	0	0	261	377	8	253	50	207	60	0	280	714	831	1749	113	1	0
OTU_129	0	0	21	0	0	0	3	1	0	0	13	10	2	0	5	1	21	12	1	3	3	5	9245	0
OTU_130	0	37	0	110	417	2	18	7	5	0	0	64	542	3373	66	805	512	0	0	66	133	39	568	0
OTU_131	0	0	0	0	0	0	0	9	354	1	2	2	1	2	0	4955	1	0	0	0	0	0	14	0
OTU_132	335	3995	2	0	8	117	31	513	0	3	55	1	19	1	2	0	3	0	3	1	34	5	0	0
OTU_133	0	1	0	2	0	2	194	0	0	9	0	0	1466	787	35	0	0	2029	34	970	20	0	0	0
OTU_134	0	1	0	782	608	61	0	3	0	2	1	211	1	2	3	4789	6	1	0	0	0	0	22	0
OTU_135	0	0	1	0	0	0	11	0	0	104	2146	0	47	716	331	0	0	1738	612	1005	496	204	0	0
OTU_136	2	615	0	366	40	66	47	3938	252	510	93	198	386	355	173	17	8	91	8	252	275	3	165	0
OTU_137	11	428	0	1	1	0	1001	0	5165	2	633	527	337	20	56	2	4	221	0	141	13	3	1	0
OTU_138	0	0	0	0	0	0	15	0	0	0	0	0	1749	2	1971	0	0	0	0	141	702	0	0	0
OTU_139	8	1365	0	0	0	1329	0	0	4159	0	1	0	0	0	0	1	0	2	67	0	0	0	26	0
OTU_140	2978	0	1271	0	451	507	0	767	149	0	0	30	0	1	0	0	45	0	1	0	0	0	13	0
OTU_141	0	2	0	0	2	3	520	0	0	6	1	2	1	5353	2	0	0	1957	227	0	0	0	0	0
OTU_142	0	75	5	1	0	0	42	1	0	2109	1062	0	162	436	23	1285	1	2258	2218	895	52	1116	0	0
OTU_143	2761	1	2814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_144	1	58	2	233	3	3405	105	0	1482	618	335	613	238	237	1162	316	3	8	70	1492	563	17	182	0
OTU_145	0	0	0	2	4	0	2640	0	2	0	0	2	476	424	1498	0	0	0	0	23	1680	0	0	0
OTU_146	1259	0	4873	0	7	0	0	9	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
OTU_147	0	1	9	0	0	23	591	13	70	288	441	109	590	494	1028	420	216	732	1046	1310	366	342	72	0
OTU_148	6	200	0	146	0	262	2	111	4150	0	1	538	0	0	0	0	192	0	0	1	0	0	938	0
OTU_149	0	0	0	0	0	2105	110	6	1788	554	1436	13	17	591	33	29	1	218	945	115	161	192	41	0
OTU_150	0	0	3	0	1	0	7	0	10	291	360	0	341	226	44	9	0	6	4772	2	1549	40	0	0
OTU_151	4	0	0	0	1	723	0	223	2092	3	0	13	3	1	4	202	1234	0	3	3	0	7	26	0
OTU_152	0	0	0	0	1	1	1588	0	0	1	0	0	1597	215	939	0	0	0	0	455	1836	0	1	0
OTU_153	0	0	0	0	0	0	88	0	1	151	14	1	11	35	200	3746	0	0	181	40	23	150	4	0
OTU_154	2	0	5	0	0	351	0	1	3548	1	0	7	1	1	0	103	113	1	1	0	0	0	34	0
OTU_155	0	2	0	0	0	0	1005	2	0	8	0	0	197	658	192	0	0	4089	31	154	117	483	1	0
OTU_156	585	1	4049	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_157	0	0	0	0	0	0	0	0	0	0	0	0	1635	1418	12	0	0	0	0	12	1045	0	0	0
OTU_158	0	0	0	0	1	0	1	0	0	118	3112	2	2760	25	1612	0	0	0	36	0	2	13	0	0
OTU_159	0	0	4	0	3	0	26	0	3	1	5	4	2855	4	2645	6	2	0	1827	15	4	0	8	0
OTU_160	2347	1	1582	0	0	1	0	15	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0
OTU_161	3	2	3	1	2	0	8	4182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_162	3	1540	0	73	0	462	0	0	65	5	0	60	0	0	0	2	516	7	9	0	2	0	5011	0
OTU_163	0	0	0	1	0	0	105	0	7	905	92	0	485	366	27	211	40	76	636	842	16	729	0	0
OTU_164	1105	7	10	0	37	102	5	3837	25	0	0	40	0	0	0	0	41	0	0	0	0	0	15	0
OTU_165	1	723	1	306	81	301	13	36	118	0	0	334	0	0	3	171	539	0	0	1	1	0	2283	0
OTU_166	0	2	2	1	3	1	1115	0	0	106	4	2	1381	1161	248	0	0	816	539	620	602	161	1	0
OTU_167	83	848	0	518	2970	34	2	1199	194	1	0	483	0	0	0	1	207	0	0	0	0	0	302	0
OTU_168	45	0	0	5	0	22	0	0	3015	2	1	4196	0	0	0	0	2	0	0	0	0	0	0	0
OTU_169	1	0	27	0	14	0	48	2	1	9	1	4	7	2251	3	6	10	3	0	2790	1	14	3	0
OTU_170	1021	542	1247	210	4701	1593	1	1093	611	1	0	671	0	0	1	0	319	2	3	0	1	0	396	0
OTU_171	0	0	0	0	0	0	0	0	1	1	0	0	354	362	1567	0	0	0	0	101	758	0	0	0
OTU_172	6	1670	0	629	1	1867	0	7	816	1	0	1304	1	0	1	202	672	2	0	0	0	1	945	0
OTU_173	3	324	1	303	1206	573	5	5044	341	0	0	94	1	0	0	1	278	0	0	0	0	0	307	0
OTU_174	4	0	0	0	0	0	0	0	1381	0	0	1	1	0	0	461	2835	0	0	0	0	0	6	0
OTU_175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	3889	0
OTU_176	0	0	0	0	0	0	16	0	0	0	5	0	38	338	2729	0	0	0	0	739	880	1	0	0
OTU_177	0	2	3949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_178	0	1	3535	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_179	1	1	0	0	0	1	0	0	1	692	3	0	0	1	346	0	0	680	21	11	24	2490	0	0
OTU_180	0	1	2	0	0	0	192	0	0	211	181	0	241	617	504	925	0	210	503	605	96	552	0	0
OTU_181	0	1	7	0	0	2	5	0	0	1011	2682	1	0	0	4	0	0	0	1067	99	66	185	0	0
OTU_182	0	2	235	0	20	9	5	2922	130	0	3	39	3	0	5	5	73	0	8	0	8	2	30	0
OTU_183	0	0	0	0	0	2	6	0	1	0	0	1	1364	1847	74	0	0	0	24	0	616	0	0	0
OTU_184	0	3	0	1	0	0	24	0	0	885	0	2	453	491	457	0	0	69	696	90	387	0	0	0
OTU_185	0	0	0	0	1	0	9	0	0	0	0	0	523	178	442	0	0	0	0	3	2071	10	0	0
OTU_186	4	704	0	750	0	157	1	96	2752	0	0	17	0	0	0	56	255	2	0	0	0	0	282	0
OTU_187	0	1	0	100	2	1	402	4	0	197	147	0	1560	419	247	0	0	271	19	402	538	278	0	0
OTU_188	2	206	0	186	1	612	0	0	663	1	0	828	0	0	0	0	0	0	8	1	0	0	690	0
OTU_189	1	1456	101	69	19	873	2	22	671	25	10	644	0	0	0	19	166	28	68	25	0	0	583	0
OTU_190	0	0	2	0	0	0	4	0	16	292	5	0	54	22	254	0	0	0	2647	14	727	0	61	0
OTU_191	0	2	1	0	0	0	0	0	2	1457	2099	0	0	1	0	0	0	0	9	0	0	14	0	0
OTU_192	0	0	0	1	0	5	27	0	0	0	168	1	359	31	703	216	0	2	3	1327	1188	0	160	0
OTU_193	0	0	0	57	0	0	50	0	15	1	31	3	1106	430	1289	142	0	27	614	1365	228	6	6	0
OTU_194	0	2	0	0	0	1	2	0	0	1	0	2	1342	1117	69	0	0	1286	9	0	8	0	0	0
OTU_195	0	0	819	0	1700	0	0	1456	2	0	0	0	0	0	0	0	2	0	0	0	0	0	15	0
OTU_196	1	58	41	1	14	349	23	8	669	593	298	874	68	797	140	170	1611	709	299	144	82	575	51	0
OTU_197	111	87	0	71	3	147	2	2449	95	0	0	524	0	0	3	1	98	2	8	0	2	0	81	0
OTU_198	0	0	0	0	0	0	0	2	2	0	0	1	2	0	1	4311	0	4	0	0	0	0	0	0
OTU_199	0	0	0	0	1	0	11	0	0	373	12	0	976	443	147	50	0	252	141	56	3349	110	2	0
OTU_200	1	1	0	0	0	1	2857	0	0	0	0	1	0	299	0	0	0	0	0	0	0	0	0	0
OTU_201	0	0	0	2	0	0	9	0	0	0	0	1	136	13	792	0	0	0	0	2033	46	0	0	0
OTU_202	0	0	0	0	0	0	16	0	0	1293	330	0	484	1510	964	0	0	0	669	24	384	346	0	0
OTU_203	0	0	0	1488	10	1202	0	0	0	0	0	125	0	0	0	6	0	6	0	0	0	0	93	0
OTU_204	61	2	2177	1	0	19	1	18	26	118	2404	3	7	1	2	7	1	7	4	8	3	321	115	0
OTU_205	6	914	1	107	10	2041	0	72	1662	192	197	513	0	2	4	435	147	44	93	0	0	8	419	0
OTU_206	0	1396	105	406	140	719	1	41	28	1	0	253	0	0	0	0	568	1	0	0	0	0	408	0
OTU_207	0	0	28	2	1	1	3	3591	5	0	0	28	0	0	0	0	0	0	0	0	0	0	8	0
OTU_208	0	0	0	0	0	0	0	0	352	0	0	0	0	1	0	4381	0	0	0	0	0	0	0	0
OTU_209	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	3060	0	13	0	0	0	0	9	0
OTU_210	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	7141	0	0	0	0	0	0	6	0
OTU_211	0	0	0	2	0	0	127	0	0	1	1	9	311	302	385	30	0	0	13	821	606	409	1	0
OTU_212	0	0	0	0	0	1	57	0	1	1	0	0	580	1459	265	3	0	439	12	145	212	37	0	0
OTU_213	0	0	0	0	0	0	25	0	0	0	1	0	1286	716	231	18	0	0	0	373	14	0	0	0
OTU_214	0	2	0	1	6	3570	9	0	0	288	60	0	5	125	1	1157	46	0	5	16	0	31	4	0
OTU_215	94	44	867	46	28	289	7	2020	117	0	0	5	0	0	0	0	7	0	0	0	0	0	6	0
OTU_216	277	0	455	1	41	65	5	1861	21	0	0	48	0	0	0	6	9	0	0	0	0	0	0	0
OTU_217	2	3	3117	1	16	0	2	337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_218	65	186	0	4861	8	0	0	5	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
OTU_219	0	0	0	1	0	0	0	0	1	1	1	2657	0	0	1	1	0	0	0	0	0	0	830	0
OTU_220	0	267	0	0	0	2511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0
OTU_221	6	173	0	1	0	142	1	0	44	50	1	668	0	1	1	14	0	0	0	2	0	440	3991	0
OTU_222	0	2	0	0	0	2	649	0	0	3	0	0	275	975	385	0	0	1321	0	597	261	5	0	0
OTU_223	1	226	0	297	1	419	0	53	1290	1	0	1085	0	0	0	55	681	0	0	2	0	0	764	0
OTU_224	3	0	13	2	0	0	35	0	2358	1	0	4512	21	73	0	17	1	0	0	3	17	0	4	0
OTU_225	137	1	1198	0	13	36	4	2503	37	3	7	4	0	0	4	48	44	3	0	0	20	2	87	0
OTU_226	0	0	0	0	0	0	0	0	0	0	0	0	687	0	0	0	0	0	0	0	1568	0	0	0
OTU_227	0	0	0	0	2	0	96	0	12	0	3	1	598	589	320	0	0	1	10	831	297	1	0	0
OTU_228	71	0	0	0	0	0	283	0	0	91	80	0	32	1301	0	0	0	97	241	230	0	211	0	0
OTU_229	0	1	0	0	1	0	221	0	0	2	0	0	70	78	570	0	0	449	0	45	1124	104	0	0
OTU_230	0	0	0	0	1	0	274	0	0	0	0	0	243	216	812	0	0	10	2	28	745	0	0	0
OTU_231	1	1	2381	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
OTU_232	0	0	3043	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_233	324	2	0	1	562	141	2	1659	45	0	0	0	0	0	0	31	30	0	0	0	0	0	7	0
OTU_234	0	0	8	0	0	0	719	0	0	0	0	0	399	244	397	0	0	321	305	0	184	0	0	0
OTU_235	0	0	0	3	0	0	17	0	0	0	0	4	0	5	0	0	0	0	1	2623	0	2	0	0
OTU_236	0	0	0	0	0	1	0	1	0	3	6	1	90	6	862	1597	0	0	0	4	70	518	1	0
OTU_237	0	0	4	0	0	0	85	0	0	452	1288	0	4	10	39	256	1	0	1981	0	125	177	0	0
OTU_238	203	22	3448	0	338	11	0	149	0	0	0	6	0	0	0	15	34	10	1	0	307	8	39	0
OTU_239	0	0	0	0	0	0	55	0	0	0	0	0	1228	207	1053	41	0	59	19	972	402	0	0	0
OTU_240	0	0	0	0	89	1597	0	0	697	1	0	17	0	0	0	41	0	0	0	0	0	0	0	0
