FeatureID	Barcode001	Barcode002	Barcode003	Barcode004	Barcode005	Barcode006	Barcode007	Barcode008	Barcode009	Barcode010	Barcode011	Barcode012	Barcode013	Barcode014	Barcode015	Barcode016	Barcode017	Barcode018	Barcode019	Barcode020	Barcode021	Barcode022	Barcode023	Barcode024
OTU_29	0	39	3	0	9	1	508	0	0	1302	713	1	9674	3983	553	1074	0	3447	3943	181	15407	1158	1	0
OTU_30	0	43	0	1	18	44	1516	3	0	61	21	10	16933	16434	5466	58	16	43	8	1613	3607	48	25	0
OTU_31	0	0	0	0	2	0	23	9	6	4	4	1	10	2	2800	23961	4	0	0	3	1286	0	4	0
OTU_32	70	32891	1	466	5	248	15	1	35923	5	3	2191	1	0	10	2	17014	6	7	4	2	2	23992	0
OTU_33	6	88	3	273	1	3331	1141	9	3844	1879	2868	2786	1303	868	28	805	981	1506	1594	354	4	943	760	1
OTU_34	0	0	0	0	10	2	1	0	0	1	0	1	69	1712	27	0	2	0	1	149	13814	3	0	0
OTU_35	1368	6898	2	2110	1130	1568	30	10743	1822	15	23	2322	2	1	0	22	1721	12	29	0	0	0	1412	0
OTU_36	0	0	21	0	0	23	15	0	72	742	180	36	1401	3366	3968	1623	2	2	957	9	469	693	28	1
OTU_37	2	0	2	9	2	366	357	13	299	275	723	299	884	2690	1275	5846	2400	8	215	5059	116	1193	1148	3
OTU_38	4	295	3	13067	969	0	2	65	10	152	1178	1340	0	0	2	0	52	65	65	1	0	0	3213	0
OTU_39	0	1	23	19	0	0	0	1	1	4999	1446	0	1	0	0	0	1	25	3524	1	0	2099	0	0
OTU_40	0	72	31	0	2	13	255	1	45	13097	2279	0	3573	3776	601	510	0	4563	6630	314	2409	4649	120	0
OTU_41	8	4330	1	423	419	866	1	2	5149	0	1	1568	0	0	1	0	778	0	0	0	0	0	620	0
OTU_42	9	548	90	14231	18689	10	5	1	0	2	2	0	0	0	3	1377	3	13	1	0	5	1	22571	0
OTU_43	0	0	26	0	0	0	4	0	0	11	31	0	0	0	0	0	4	1	19710	0	0	2	4	0
OTU_44	96	0	16431	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_45	0	0	1	3	2	5	1261	0	3	1673	407	8	3731	2003	1293	26	0	1527	722	3499	1099	5177	0	0
OTU_46	0	0	0	0	2	0	7526	1	0	2	6	0	1309	510	8077	1	0	0	785	348	17865	112	0	0
OTU_47	0	0	4	13	0	12	28	3	2	0	141	14	785	10175	77	5258	2	0	897	7231	1	0	0	1
OTU_48	3	7513	0	0	7	1897	0	111	3	0	4	97	0	0	22	12	5756	0	0	0	9	0	783	0
OTU_49	66	2	39	0	11	11	59	2	1	4	2	3	3099	36	52	1376	6	2012	13	15	9630	46	1	0
OTU_50	0	0	0	0	0	0	46	1	0	0	0	0	994	101	2073	1040	283	0	10	2483	2936	0	13	1
OTU_51	0	3	29	0	0	0	0	0	0	1641	11537	0	2	0	0	0	0	0	5089	0	0	235	0	0
OTU_52	0	16	19	0	0	6	1	0	1	7185	9539	2	429	1180	1194	2093	0	4206	3065	4	2529	5173	0	0
OTU_53	0	0	0	0	0	4	0	0	2	1	1	1	2	10241	0	2	0	0	0	0	0	3	0	0
OTU_54	0	0	0	0	1	0	0	0	0	2	11	0	2467	2037	1518	0	0	38	542	8	480	2714	0	0
OTU_55	2	1	2	0	2	2	10617	0	0	1	0	0	4306	603	3	0	0	1	0	0	2503	0	0	0
OTU_56	0	1	1	5	5	1	24	0	2	1	3	2	4235	419	8922	0	1	342	109	2200	1904	1	1	0
OTU_57	4	105	1	541	12	1443	1485	241	4259	991	862	1986	926	1211	1188	444	15	781	1055	1923	624	507	1608	0
OTU_58	0	6	1	0	2	2	254	0	1	4788	254	0	681	755	431	0	0	2941	377	777	961	756	0	0
OTU_59	11	1006	289	611	24	816	10	2735	234	114	12	6099	0	2	7	12	3719	16	3	4	1	111	5376	0
OTU_60	0	216	1	0	0	1133	30	6	39	1194	905	146	549	225	737	557	0	1371	577	44	221	954	153	0
OTU_61	0	0	0	0	0	0	0	2	2	26	2	1980	0	3	0	10553	24	0	0	0	0	0	12	0
OTU_62	1	0	0	0	11	2	14	0	1	3	4	8	9967	125	0	0	0	0	0	82	6	0	0	0
OTU_63	0	11	0	0	11	12	656	0	0	9811	8	1	11	118	95	15	9	39	12	89	44	2694	5	0
OTU_64	0	0	0	0	1	0	47	0	3	2	2	4	512	604	7300	0	0	2	0	1261	1608	1	0	0
OTU_65	0	0	1	0	0	1	6	0	1	941	41	0	1388	104	2400	0	0	444	1505	29	1473	3729	0	0
OTU_66	247	1607	4	3	49	171	15	12267	250	0	1	143	0	0	0	0	123	0	0	0	0	0	45	0
OTU_67	1	257	4	646	0	544	2225	2	938	661	448	656	739	1094	1457	505	67	166	608	2004	421	1194	488	0
OTU_68	16980	27	0	690	29	407	1	4	17	4	0	1	0	0	0	21	29	0	0	0	0	0	417	0
OTU_69	0	0	1	13	0	4	60	0	0	0	11	14	110	18	4	1031	1	3	22	12074	5	3330	3	0
OTU_70	82	3	6	687	0	225	1046	21	135	1587	1518	31	52	417	240	1374	303	93	1161	2380	170	1107	161	0
OTU_71	284	1893	6	1565	4	1868	3	2485	3471	55	212	781	0	0	1	37	334	4	17	2	0	0	701	0
OTU_72	5	1	1	4	3	5	12954	0	0	0	0	0	0	21	1	0	0	0	0	0	0	0	0	0
OTU_73	0	54	0	0	0	0	0	0	1	1709	342	0	0	0	0	0	0	2496	1543	0	1	2110	0	0
OTU_74	1	1	2	986	17185	0	0	968	0	0	0	0	3	1	0	0	0	0	0	0	2	0	0	0
OTU_75	1	40	20	1513	1	130	63	0	1093	1105	2297	1771	2249	1343	5757	429	545	88	6178	1995	1535	2711	2233	0
OTU_76	0	0	0	0	0	2	3	0	0	72	1665	2	1404	527	7543	0	0	0	19	5	12	7	1	0
OTU_77	6	3	3	31	5	2885	679	4841	4090	230	277	6	715	254	2464	988	0	19	267	141	1260	183	24	0
OTU_78	19	2799	58	0	0	0	2	0	11638	11	3718	3	2	0	7	6176	5	1	1155	1	0	1	5092	0
OTU_79	3	1	7130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_80	3	426	0	64	2	2107	46	2	42	11	111	622	16	23	19	2168	3948	5	97	1239	1162	4	1092	0
OTU_81	39	4454	19	703	2782	2829	4	715	3562	1	1	1851	1	0	3	0	6730	5	8	1	0	1	2501	0
OTU_82	0	5	7	5	9	2	7713	0	0	853	407	3	1179	335	566	48	2	2187	1140	2633	4448	1618	1	0
OTU_83	3	277	5	0	0	0	0	0	4244	5674	3631	1038	1	1	0	0	6	0	795	0	3	1554	412	0
OTU_84	0	2	18	2	4	1	2495	0	0	254	277	2	484	1367	671	13	0	754	735	2247	508	968	0	0
OTU_85	19	0	28	0	0	9	214	5	0	1	254	10	13	1224	5901	3	3	170	700	1	1297	12854	4	0
OTU_86	0	0	2	0	0	0	0	0	0	3093	1737	0	0	0	0	0	1	1900	428	0	0	189	0	0
OTU_87	0	0	1	0	0	4	64	0	0	5	5	2	4	9	3176	2	0	0	69	1	387	5420	0	0
OTU_88	18	0	0	0	0	6	2	0	0	2	2	8	32	7754	3	3	0	0	0	3	107	0	0	0
OTU_89	0	0	0	0	0	0	36	1	40	16	2	2	619	169	72	9145	0	118	8	9	559	19	51	0
OTU_90	6	0	0	0	0	53	0	0	33	0	1	5	0	0	4	225	7366	0	0	9	0	32	363	0
OTU_91	36	9	0	0	0	0	323	0	0	1578	263	2	25	327	243	110	0	1652	537	342	197	1581	0	0
OTU_92	70	24	22	0	0	0	1690	14	67	1111	1788	0	108	200	35	2593	2	632	8250	38	176	570	6	1
OTU_93	27	9	20	0	0	0	14	0	0	5507	3052	1	0	0	0	0	0	1	80	392	138	478	0	0
OTU_94	2	0	8546	41	47	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0
OTU_95	2	0	0	4	0	1270	1	1	384	2	285	3880	0	0	0	591	402	0	68	0	0	0	2016	0
OTU_96	8	3	18	98	12	0	753	0	0	4405	876	0	2054	763	872	0	2	1973	2628	193	1109	428	0	0
OTU_97	0	169	0	0	0	0	0	0	51	8364	1652	31	87	16	24	383	0	0	1373	133	6	4536	163	0
OTU_98	0	0	0	0	2	0	31	0	0	144	179	0	337	285	332	109	1	1623	3	107	2459	3620	0	0
OTU_99	1483	75	7195	63	281	422	11	7144	275	0	0	262	0	0	1	30	186	0	0	0	0	1	1066	0
OTU_100	13	237	0	0	0	84	0	3	52	58	3	811	0	0	2	15	5555	0	0	6	0	7	495	0
OTU_101	0	2	0	909	729	65	0	4	0	2	1	249	0	2	0	4861	6	1	0	0	0	0	22	0
OTU_102	1	62	1	158	2	3341	90	0	1542	560	286	609	188	187	839	280	2	7	74	1214	461	16	134	0
OTU_103	0	0	17	0	0	0	167	0	0	751	640	0	1513	49	2230	0	0	670	732	2092	410	198	1	0
OTU_104	3	2743	2	1	3	4499	0	0	18	0	0	1374	0	0	0	0	0	0	0	0	0	0	307	0
OTU_105	4	3	2	2	2	8472	0	0	1	0	0	533	0	2	0	0	14	0	0	0	0	1	2	0
OTU_106	47	2851	4	646	1	5670	1	0	7119	24	125	7343	0	1	1	65	4830	7	430	1	1	210	7098	0
OTU_107	1261	1	10122	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_108	0	0	0	0	0	0	0	1	2	0	1	2	5	2	1	9053	0	7	2	0	0	0	8	1
OTU_109	0	0	23	0	0	0	6	1	0	0	12	10	2	0	6	1	21	13	1	3	4	5	9918	0
OTU_110	69	818	4942	123	134	1007	147	75	1440	21	13	430	25	24	10	10	522	476	40	102	28	8	283	0
OTU_111	0	58	0	4998	1	324	1	251	518	0	0	715	0	10	0	136	463	0	808	1	0	6	993	0
OTU_112	5	0	6	0	0	367	0	1	3685	1	0	7	1	2	0	98	121	1	1	0	0	0	35	0
OTU_113	0	0	0	0	0	0	0	0	0	0	0	0	1733	1506	12	0	0	0	0	13	1113	0	0	0
OTU_114	0	0	0	0	0	0	106	0	7	876	83	0	484	363	28	219	41	75	639	858	16	718	0	0
OTU_115	0	0	1	0	4	1	15	1	9	1027	266	0	3768	2726	600	610	0	798	179	91	1536	54	0	0
OTU_116	0	1	1	0	0	0	591	0	0	9	4	0	1556	718	709	0	0	3705	252	473	446	874	0	0
OTU_117	2	217	0	198	0	638	0	0	692	1	0	843	0	0	0	0	0	0	7	1	0	0	704	0
OTU_118	0	37	0	113	430	3	18	6	6	0	0	64	507	3327	73	875	525	0	0	67	137	37	549	0
OTU_119	0	1	0	0	0	0	71	0	0	908	0	1	476	511	473	0	0	72	721	96	399	0	0	0
OTU_120	2	254	2	3	3	6273	0	0	0	0	0	1151	0	2	0	394	5	0	0	0	0	0	505	0
OTU_121	0	0	0	0	0	0	0	8	225	2	1	3	1	2	0	5081	1	0	0	0	0	0	10	0
OTU_122	3580	0	2361	0	483	661	0	757	152	0	0	28	0	0	0	0	49	0	1	0	0	0	18	0
OTU_123	5	212	0	155	0	268	1	122	4123	0	1	568	0	0	0	0	208	0	0	1	0	0	974	0
OTU_124	0	2	2	0	0	0	194	1	0	198	161	0	230	581	478	906	0	211	503	604	89	520	0	0
OTU_125	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3260	0	0	0	0	0	0	1	0
OTU_126	2475	0	1690	48	0	19	0	12	3	0	0	0	0	5	0	89	2	0	0	0	0	0	10	0
OTU_127	24	633	1	338	42	100	94	3961	349	370	281	165	468	560	238	70	5	345	26	279	372	6	154	0
OTU_128	41	2499	76	6	626	5936	0	10	3307	1	0	2341	0	0	1	21	4	1	0	0	0	1	56	0
OTU_129	12	0	2	0	2	847	3	226	2333	11	1	13	3	3	7	224	1313	0	3	3	0	7	28	0
OTU_130	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	3159	0	15	0	0	0	0	9	0
OTU_131	0	2	203	0	21	9	6	2924	126	0	3	40	3	0	5	3	77	0	8	0	8	2	26	0
OTU_132	8	0	0	0	0	0	0	0	1479	0	0	0	0	0	0	282	2989	0	0	0	0	0	6	0
OTU_133	0	930	0	936	42	2100	0	30	47	13	484	923	0	1	1	63	123	10	0	0	0	1	426	0
OTU_134	0	1	4	3	2	0	16	0	0	264	354	8	238	55	210	65	0	289	739	857	1761	113	0	0
OTU_135	0	0	0	7	0	0	46	0	0	0	0	10	1	1	501	0	0	1	0	6621	123	81	0	0
OTU_136	0	0	0	0	0	0	17	0	0	0	0	0	1701	1	1930	0	0	0	0	144	712	0	0	0
OTU_137	0	0	2	0	0	0	7	0	4	248	361	0	9	1	0	10	0	6	4395	0	745	37	0	0
OTU_138	0	779	0	335	86	321	14	35	237	0	0	355	1	0	3	197	593	0	0	0	0	0	2378	0
OTU_139	0	0	2	0	1	0	2581	0	0	43	0	2	423	421	1389	0	0	0	0	18	1511	11	0	0
OTU_140	0	746	1	110	39	270	2047	0	364	86	1321	401	365	603	656	259	2	1208	3	132	76	652	273	0
OTU_141	0	0	3	0	4	0	21	0	0	0	4	0	2829	4	1464	6	2	0	1854	15	3	0	8	0
OTU_142	0	0	0	0	0	0	25	0	0	0	1	0	1299	728	229	20	0	0	0	377	14	0	0	0
OTU_143	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	4044	0
OTU_144	0	0	0	0	0	0	10	0	0	397	11	0	856	330	107	0	0	233	4	36	3016	97	0	0
OTU_145	1278	540	2341	224	5325	1628	1	1066	491	0	0	605	0	0	0	14	385	4	3	0	1	0	338	0
OTU_146	0	0	0	0	0	0	0	0	1	0	1	0	330	339	1474	0	0	0	0	100	712	0	0	0
OTU_147	0	6	11	1	0	25	609	13	80	429	571	121	560	490	1006	428	228	1110	2281	1316	423	601	77	0
OTU_148	10	1549	0	1	0	1474	0	0	4607	1	1	0	0	0	0	1	1	2	72	0	0	0	29	0
OTU_149	0	0	0	0	0	0	100	0	0	157	13	0	12	37	203	3931	0	0	196	41	24	160	4	0
OTU_150	1	2	6	0	1	2232	124	4	1875	566	1403	15	20	607	26	32	0	227	949	123	160	189	46	0
OTU_151	0	2	0	0	6	3693	0	0	0	280	30	0	0	0	1	1352	47	0	0	0	0	0	4	0
OTU_152	0	4	3390	1	18	0	2	353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_153	0	11	0	1	1	1	1123	2	1	11	0	0	197	709	208	0	0	4678	34	170	115	497	1	0
OTU_154	13	313	31	3871	0	386	0	0	353	0	0	28	0	0	0	0	3175	6	0	0	0	0	0	0
OTU_155	0	0	4282	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0
OTU_156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2464	0
OTU_157	656	0	4527	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_158	10	783	0	849	0	168	1	110	3052	0	0	16	0	0	0	56	294	3	0	0	0	0	303	0
OTU_159	7	0	0	8	0	28	0	0	3245	3	1	4466	0	0	0	0	2	0	0	0	0	0	0	0
OTU_160	0	3	1	0	3	2	8	0	0	2	0	1	1524	1200	71	0	0	1436	211	0	12	0	0	0
OTU_161	4	413	3	324	1331	701	5	5224	399	0	0	118	1	0	0	1	328	0	0	0	0	0	333	0
OTU_162	0	0	0	0	1	4	6	0	1	0	0	0	1382	1941	71	0	0	0	23	0	618	0	0	0
OTU_163	1	2	1	0	0	3	3015	0	0	0	0	1	0	309	0	0	0	0	0	0	0	0	0	0
OTU_164	0	0	25	0	0	0	0	2	1	1	2	0	0	0	1	6012	0	0	1	0	0	0	2	1
OTU_165	1	0	0	0	0	0	0	0	1	646	3	0	0	1	342	0	0	718	23	11	25	2523	0	0
OTU_166	96	981	0	619	3434	37	1	1295	218	1	0	540	0	0	0	0	235	0	0	0	0	0	327	0
OTU_167	0	0	0	0	0	0	17	0	0	0	1	0	36	350	2775	0	0	0	0	779	917	1	0	0
OTU_168	0	0	3	0	29	3	0	0	1	5	3439	0	0	5	0	0	0	1	188	0	4	5884	0	0
OTU_169	1	0	30	4	14	0	49	2	2	10	0	6	10	2355	3	7	10	3	0	3044	1	15	5	0
OTU_170	0	277	0	2	0	2643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0
OTU_171	0	0	0	0	0	0	68	0	1	7	0	0	566	1549	256	3	0	453	14	156	217	37	0	0
OTU_172	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5001	0	0	0	0	0	0	6	0
OTU_173	0	0	0	0	0	1	31	0	0	3	0	0	0	0	0	0	0	0	31	4	3	1797	0	0
OTU_174	0	0	0	0	0	4	28	0	0	0	160	1	352	29	685	217	0	0	1	1369	1213	0	136	0
OTU_175	0	0	0	63	0	0	58	1	16	1	29	4	1123	454	1387	146	0	28	615	1448	240	9	5	0
OTU_176	0	0	0	0	0	1	0	0	0	1	0	0	260	120	62	0	0	234	0	51	1724	0	0	0
OTU_177	0	1	1	0	0	1	2322	0	0	0	0	0	0	424	635	0	0	0	1639	185	324	0	0	0
OTU_178	116	100	0	84	4	173	2	2517	114	0	0	552	0	0	3	0	112	2	7	1	3	0	86	0
OTU_179	0	0	0	0	1	0	25	0	0	0	0	1	44	3	167	0	0	0	1	1334	288	0	0	0
OTU_180	0	2	0	0	3	0	227	0	0	2	0	0	60	82	547	0	0	453	0	44	1109	99	0	0
OTU_181	0	0	0	1	0	0	10	0	0	0	0	0	107	12	690	0	0	0	0	1799	44	0	0	0
OTU_182	0	0	0	0	0	0	0	0	2	1342	2068	0	0	0	0	0	0	0	9	0	0	11	0	0
OTU_183	5	68	22	4	7	385	14	4	903	515	248	930	52	834	99	154	1879	762	310	131	34	568	39	0
OTU_184	0	0	0	0	2	0	109	0	14	0	3	1	600	627	317	0	0	1	10	873	310	1	1	0
OTU_185	0	0	0	0	4	1	80	0	0	1	0	2	2113	1028	0	0	0	0	0	132	1974	0	0	0
OTU_186	9	52	21	5	0	0	277	0	4235	1	0	5048	107	84	10	17	1	35	0	47	25	0	4	0
OTU_187	355	4217	1	0	6	124	29	516	0	4	54	1	21	1	1	0	2	0	2	1	40	4	0	0
OTU_188	2	1423	114	344	153	750	1	39	34	0	0	280	0	0	0	0	606	1	0	0	0	0	438	0
OTU_189	0	0	0	0	0	0	116	0	0	1	1	0	307	300	373	0	0	0	15	809	622	342	1	0
OTU_190	2	1703	0	34	0	488	1	0	2	5	0	19	0	0	0	2	558	5	10	0	2	0	5148	0
OTU_191	103	47	801	50	18	300	8	1923	120	0	0	5	0	0	0	0	7	0	0	0	0	0	6	0
OTU_192	0	0	0	0	0	0	37	0	0	0	0	1	1264	52	482	0	0	0	0	423	18	0	0	0
OTU_193	0	0	0	0	0	0	281	0	0	0	0	0	205	204	729	0	0	8	2	28	717	0	0	0
OTU_194	0	1	3593	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_195	0	1	0	0	0	3	338	0	0	5	2	1	2	4684	1	1	0	1773	193	0	0	0	0	0
OTU_196	0	37	0	0	0	246	0	0	253	0	0	975	0	0	0	103	12	0	0	0	0	0	224	0
OTU_197	0	0	0	0	0	0	17	0	0	921	291	0	455	1604	1004	0	0	0	601	30	279	299	0	0
OTU_198	12	0	0	0	0	0	1	0	4737	1	0	0	0	0	2	0	0	0	0	0	0	0	965	0
OTU_199	0	0	0	0	0	0	0	3	2	0	0	1	2	0	1	4283	0	4	0	0	0	0	0	0
OTU_200	67	108	1277	79	53	196	0	2	56	0	0	66	0	0	0	8	177	0	0	0	0	0	233	0
OTU_201	0	0	0	0	5	0	0	0	0	0	0	0	665	0	0	0	0	0	0	0	1530	0	0	0
OTU_202	0	0	29	2	0	0	1	3575	5	0	0	29	0	0	0	0	0	0	0	0	0	0	9	0
OTU_203	293	0	481	0	42	71	5	1890	21	0	0	50	0	0	0	6	9	0	0	0	0	0	0	0
OTU_204	1190	11	13	0	37	111	5	3881	23	0	0	38	0	0	0	0	44	0	0	0	0	0	18	0
OTU_205	0	0	0	1	0	0	0	0	1	1	0	2693	0	0	1	25	1	0	0	1	0	0	824	0
OTU_206	66	3	2340	1	0	20	1	17	30	125	2460	4	7	1	5	8	3	5	4	9	3	332	120	0
OTU_207	0	0	0	0	0	2	9	0	0	2	10	0	24	895	933	0	0	0	0	167	347	135	0	0
OTU_208	2	243	0	316	1	481	0	56	1471	0	0	1148	0	0	1	54	716	1	1	2	0	0	796	0
OTU_209	0	82	1	2	0	0	0	0	0	363	160	0	106	285	20	477	0	1683	746	970	24	189	0	0
OTU_210	3	362	0	1	0	2163	0	0	239	0	0	0	0	0	0	146	410	1	0	0	0	0	1484	0
OTU_211	338	2	1	1	578	150	1	1643	43	0	0	0	0	0	0	31	30	0	0	0	0	0	7	0
OTU_212	0	0	0	5	0	0	32	0	0	0	0	5	0	0	0	0	0	0	2	3994	34	0	0	0
OTU_213	0	103	0	3	0	166	1	261	332	64	61	336	6	30	53	57	91	14	52	43	22	45	363	0
OTU_214	0	0	0	0	0	1	0	1	0	3	4	0	87	8	882	1681	0	0	0	5	70	548	0	0
OTU_215	8	1052	1	114	12	2311	0	81	1865	224	224	557	0	1	4	517	158	58	102	0	0	12	438	0
OTU_216	0	5	3	2	0	0	14	0	1	103	2056	1	46	711	200	0	0	1582	403	1003	310	123	0	0
OTU_217	41	1	2491	0	0	0	0	46	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_218	0	0	1	0	0	0	0	0	16	287	1	0	45	18	267	0	0	0	2829	11	764	0	53	0
OTU_219	24	2	23	1	2	5	8	4172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_220	39	74	65	67	2568	0	0	2	0	0	0	4	0	0	0	0	169	0	0	0	0	0	10	0
OTU_221	0	1	11	0	1	0	91	0	0	480	1433	0	5	11	45	269	1	0	2147	0	142	183	0	0
OTU_222	0	0	0	0	1	0	0	0	0	0	0	0	111	66	19	0	0	994	0	33	967	0	0	0
OTU_223	73	0	0	1	0	0	292	0	0	96	68	3	32	1291	0	0	0	98	244	235	0	204	0	0
OTU_224	0	0	0	0	0	0	0	0	1	0	0	0	42	0	419	0	0	100	682	1	2	532	1	0
OTU_225	0	0	0	0	0	2	25	0	2	2	31	0	1	1809	3	0	0	1	2	1	0	0	0	0
OTU_226	0	0	0	0	0	1	8	0	0	826	2133	1	0	0	3	0	0	0	1004	100	68	223	0	0
OTU_227	0	0	0	0	0	0	523	0	0	236	3	0	168	771	894	1646	0	103	396	2	113	28	0	0
OTU_228	1	8	3	1	0	215	92	0	290	2134	1129	5	99	457	92	608	0	818	3078	289	32	1012	175	0
OTU_229	7	0	0	1	8	1382	0	0	2142	25	0	307	3	5	71	379	2	9	0	0	4	1	896	0
OTU_230	2	0	1	0	100	1688	0	0	759	1	0	17	0	0	0	42	0	0	0	0	0	0	0	0
OTU_231	2	0	0	135	252	432	5	2467	1171	0	0	693	0	0	0	4	87	0	0	0	0	0	81	0
OTU_232	0	0	884	0	1825	0	0	1471	2	0	0	0	0	0	0	0	2	0	0	0	0	0	15	0
OTU_233	1062	0	3639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_234	3	0	0	0	589	502	0	16	969	1	0	126	0	0	0	1	114	0	0	0	0	0	3	0
OTU_235	0	11	0	0	0	20	0	1	24	3	1	28	5	217	0	1961	1	0	0	21	0	183	13	0
OTU_236	334	1	2378	0	0	0	1	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_237	0	1	23	0	0	0	0	0	0	571	846	156	0	0	0	380	0	0	164	0	0	168	0	0
OTU_238	0	0	0	0	0	2	700	0	0	4	0	1	282	1054	409	0	0	1444	0	657	274	5	0	0
OTU_239	0	0	0	0	0	0	0	0	371	0	0	0	0	1	0	4610	0	0	0	0	0	0	0	0
OTU_240	0	0	4	0	0	0	0	0	1	2	2129	0	0	0	0	59	0	0	504	0	1	575	0	0
